Word,Frequency,Total Impressions,Total Clicks,Total ff_purchases,Total Cost,Total ff_leads,Total ff_BRSubmit,Total ff_DMSubmit,Total ff_PhoneGet,Total Cost Per Click,Total Cost Per ff_purchases,Total ff_purchases_lead Rate,Total ff_purchases Rate,Total ff_leads_BRSubmit_rate,Total Click Thru Rate
doe,46,511,120,0.0,396.95,7.0,1.0,0.0,4.0,3.31,0,0.0,0.0,7.0,0.23
rbnb,1,3,1,0.0,2.88,0.0,0.0,0.0,0.0,2.88,0,0,0.0,0,0.33
rcfe,3,20,4,0.0,14.759999999999998,0.0,0.0,0.0,0.0,3.69,0,0,0.0,0,0.2
rdu,1,3,1,0.0,1.77,0.0,0.0,0.0,0.0,1.77,0,0,0.0,0,0.33
rea,1,1,1,0.0,1.34,0.0,0.0,0.0,0.0,1.34,0,0,0.0,0,1.0
specialize,1,1,1,0.0,2.93,0.0,0.0,0.0,0.0,2.93,0,0,0.0,0,1.0
rear,1,1,1,0.0,1.06,0.0,0.0,0.0,0.0,1.06,0,0,0.0,0,1.0
cliff,2,3,2,0.0,1.74,0.0,0.0,0.0,0.0,0.87,0,0,0.0,0,0.67
red,6,17,7,0.0,5.02,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.41
commission,1,1,1,0.0,1.46,0.0,0.0,0.0,0.0,1.46,0,0,0.0,0,1.0
filming,1,4,1,0.0,2.99,1.0,0.0,0.0,0.0,2.99,0,0.0,0.0,0,0.25
eclipse,2,14,3,0.0,12.35,2.0,0.0,0.0,0.0,4.12,0,0.0,0.0,0,0.21
solar,1,9,1,0.0,2.34,2.0,0.0,0.0,0.0,2.34,0,0.0,0.0,0,0.11
icu,1,1,1,0.0,2.45,0.0,0.0,0.0,0.0,2.45,0,0,0.0,0,1.0
692,1,162,35,0.0,26.450000000000003,0.0,0.0,0.0,0.0,0.76,0,0,0.0,0,0.22
group,4,16,7,0.0,34.13,2.0,0.0,0.0,0.0,4.88,0,0.0,0.0,0,0.44
realestate,1,2,1,0.0,3.75,0.0,0.0,0.0,0.0,3.75,0,0,0.0,0,0.5
amazon,2,53,3,0.0,3.3899999999999997,0.0,0.0,0.0,0.0,1.13,0,0,0.0,0,0.06
timeshare,3,86,5,0.0,3.47,1.0,0.0,0.0,0.0,0.69,0,0.0,0.0,0,0.06
pro,2,13,3,0.0,16.87,0.0,0.0,0.0,0.0,5.62,0,0,0.0,0,0.23
exchange,2,3,2,0.0,5.15,0.0,0.0,0.0,0.0,2.58,0,0,0.0,0,0.67
guam,10,62,18,0.0,31.85,0.0,1.0,3.0,1.0,1.77,0,0,0.0,0.0,0.29
kong,7,26,9,0.0,9.59,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,0.35
hong,7,26,9,0.0,9.59,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,0.35
kauai,49,655,144,0.0,148.70999999999998,1.0,1.0,6.01,7.01,1.03,0,0.0,0.0,1.0,0.22
baguio,4,12,5,0.0,2.24,0.0,0.0,0.0,0.0,0.45,0,0,0.0,0,0.42
dumaguete,1,6,1,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0,0,0.0,0,0.17
mandaluyong,1,1,1,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0,0,0.0,0,1.0
shared,20,112,30,0.0,42.5,3.0,0.25,4.0,0.66,1.42,0,0.0,0.0,12.0,0.27
damansara,1,1,1,0.0,1.72,0.0,0.0,0.0,0.0,1.72,0,0,0.0,0,1.0
sandton,4,4,4,0.0,5.5600000000000005,0.0,0.0,0.0,0.0,1.39,0,0,0.0,0,1.0
someone,17,231,27,0.0,74.41999999999999,5.0,0.0,0.0,0.0,2.76,0,0.0,0.0,0,0.12
classified,10,34,12,0.0,19.47,1.0,0.0,0.0,0.0,1.62,0,0.0,0.0,0,0.35
referral,1,4,2,0.0,2.46,0.0,0.0,0.0,0.0,1.23,0,0,0.0,0,0.5
spree,1,35,2,0.0,7.6,0.0,0.0,0.0,0.0,3.8,0,0,0.0,0,0.06
straight,1,1,1,0.0,2.13,0.0,0.0,0.0,0.0,2.13,0,0,0.0,0,1.0
buy,4,221,58,0.0,41.80000000000001,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.26
yard,1,4,1,0.0,11.34,0.0,0.0,0.0,0.0,11.34,0,0,0.0,0,0.25
storage,2,17,2,0.0,15.48,0.0,0.0,0.0,0.0,7.74,0,0,0.0,0,0.12
uk,6,16,12,0.0,21.310000000000002,0.0,0.0,0.0,0.0,1.78,0,0,0.0,0,0.75
pricing,3,13,3,0.0,5.2700000000000005,0.0,0.0,0.0,0.0,1.76,0,0,0.0,0,0.23
townsville,1,1,1,0.0,1.56,0.0,0.0,0.0,0.0,1.56,0,0,0.0,0,1.0
oro,2,4,3,0.0,3.41,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.75
cagayan,2,4,3,0.0,3.41,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.75
moa,1,2,1,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0,0,0.0,0,0.5
makati,5,13,6,0.0,7.8,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,0.46
life,2,7,2,0.0,2.7199999999999998,0.0,0.0,0.0,0.0,1.36,0,0,0.0,0,0.29
broward,10,134,29,0.0,43.47,0.0,7.98,0.99,0.0,1.5,0,0,0.0,0.0,0.22
town,41,99,48,0.0,57.15,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.48
cape,31,86,34,0.0,33.650000000000006,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.4
copenhagen,4,5,4,0.0,5.8500000000000005,0.0,0.0,0.0,0.0,1.46,0,0,0.0,0,0.8
dig,1,59,1,0.0,4.48,0.0,0.0,0.0,0.0,4.48,0,0,0.0,0,0.02
nelspruit,3,4,4,0.0,3.8,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,1.0
800,11,69,25,0.0,36.14999999999999,3.0,0.0,0.0,0.0,1.45,0,0.0,0.0,0,0.36
dorm,2,2,2,0.0,2.15,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,1.0
koh,14,46,15,0.0,13.479999999999997,0.0,0.0,0.0,0.0,0.9,0,0,0.0,0,0.33
phangan,2,5,2,0.0,1.6099999999999999,0.0,0.0,0.0,0.0,0.8,0,0,0.0,0,0.4
10,3,192,28,0.0,65.11,2.0,0.0,0.0,0.0,2.33,0,0.0,0.0,0,0.15
15,2,2,2,0.0,2.38,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,1.0
use,3,132,37,0.0,346.23,4.0,0.0,0.0,0.0,9.36,0,0.0,0.0,0,0.28
below,1,1,1,0.0,1.48,0.0,0.0,0.0,0.0,1.48,0,0,0.0,0,1.0
turkey,5,20,7,0.0,7.41,0.0,0.0,0.0,0.0,1.06,0,0,0.0,0,0.35
cork,1,13,1,0.0,0.36,0.0,0.0,0.0,0.0,0.36,0,0,0.0,0,0.08
map,2,3,3,0.0,13.780000000000001,0.0,0.0,0.0,0.0,4.59,0,0,0.0,0,1.0
nc,27,154,42,0.0,66.74,1.0,0.0,0.0,0.0,1.59,0,0.0,0.0,0,0.27
wanchese,1,3,1,0.0,2.34,0.0,0.0,0.0,0.0,2.34,0,0,0.0,0,0.33
wa,7,28,16,0.0,18.450000000000003,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.57
whidbey,3,10,5,0.0,11.43,0.0,0.0,0.0,0.31,2.29,0,0,0.0,0,0.5
uvita,3,5,3,0.0,3.6,0.0,0.0,0.0,0.0,1.2,0,0,0.0,0,0.6
velddrif,1,3,1,0.0,0.93,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.33
vilano,1,3,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.33
at,16,60,23,0.0,31.010000000000005,2.0,0.0,0.0,0.0,1.35,0,0.0,0.0,0,0.38
yancey,1,1,1,0.0,0.29,0.0,0.0,0.0,0.0,0.29,0,0,0.0,0,1.0
upper,12,49,15,0.0,30.159999999999997,0.0,0.0,0.0,2.0,2.01,0,0,0.0,0,0.31
peninsula,1,12,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.08
squamish,1,7,1,0.0,0.93,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.14
seacoast,1,12,1,0.0,0.91,0.0,0.0,0.0,0.0,0.91,0,0,0.0,0,0.08
tn,6,18,7,0.0,9.93,1.0,0.0,0.0,0.0,1.42,0,0.0,0.0,0,0.39
sevier,3,11,3,0.0,2.63,0.0,0.0,0.0,0.0,0.88,0,0,0.0,0,0.27
smithers,1,4,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.25
smoky,1,15,2,0.0,1.78,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,0.13
mountain,5,41,9,0.0,9.379999999999999,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,0.22
lucia,7,21,7,0.0,6.6499999999999995,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.33
caribbean,10,22,11,0.0,10.66,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,0.5
gulf,6,24,13,0.0,18.779999999999998,0.0,0.0,0.0,0.0,1.44,0,0,0.0,0,0.54
tivat,1,1,1,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0,0,0.0,0,1.0
topsail,5,27,8,0.0,8.91,0.0,0.0,0.0,0.0,1.11,0,0,0.0,0,0.3
toulouse,2,5,2,0.0,2.37,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.4
tamarindo,8,70,19,0.0,18.94,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.27
unfurnished,11,77,16,0.0,30.42,1.0,0.0,0.0,0.0,1.9,0,0.0,0.0,0,0.21
kitchen,12,124,22,0.0,30.760000000000005,2.0,0.0,0.0,0.0,1.4,0,0.0,0.0,0,0.18
mississippi,8,20,11,0.0,18.970000000000002,0.0,0.0,0.0,0.0,1.72,0,0,0.0,0,0.55
mombasa,3,4,3,0.0,2.8000000000000003,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.75
monteverde,1,2,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.5
maya,1,3,2,0.0,1.59,0.0,0.0,0.0,0.0,0.8,0,0,0.0,0,0.67
mazatlan,11,120,23,0.0,21.85,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.19
mendoza,1,9,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.11
argentina,1,9,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.11
merida,2,10,3,0.0,2.73,0.0,0.0,0.0,0.0,0.91,0,0,0.0,0,0.3
nazare,1,1,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
nazaré,1,1,1,0.0,2.11,0.0,0.0,0.0,0.0,2.11,0,0,0.0,0,1.0
kona,26,475,106,0.0,139.92000000000002,0.5,1.0,2.03,6.03,1.32,0,0.0,0.0,0.5,0.22
krabi,1,2,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.5
manzanilla,1,3,2,0.0,1.64,0.0,0.0,0.0,0.0,0.82,0,0,0.0,0,0.67
brak,4,6,6,0.0,5.03,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
klein,1,2,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.5
kincardine,1,1,1,0.0,1.26,0.0,0.0,0.0,0.0,1.26,0,0,0.0,0,1.0
kata,1,1,2,0.0,2.64,0.0,0.0,0.0,0.0,1.32,0,0,0.0,0,2.0
hi,4,39,6,0.0,7.51,0.0,0.0,0.0,0.0,1.25,0,0,0.0,0,0.15
india,1,1,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
kerala,1,1,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
manitoulin,1,14,4,0.0,4.57,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.29
lower,3,29,6,0.0,10.09,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,0.21
manasota,2,26,6,0.0,5.119999999999999,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.23
region,5,469,6,0.0,5.08,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.01
lauderdale,15,131,76,0.0,118.09000000000002,0.0,0.9,11.17,19.5,1.55,0,0,0.0,0.0,0.58
sea,11,125,71,0.0,111.7,0.0,0.9,11.17,19.5,1.57,0,0,0.0,0.0,0.57
river,6,14,8,0.0,7.26,0.0,0.0,0.0,0.0,0.91,0,0,0.0,0,0.57
nm,2,10,2,0.0,2.8200000000000003,0.0,0.0,0.0,0.0,1.41,0,0,0.0,0,0.2
16000,2,44,17,0.0,16.13,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.39
peso,2,44,17,0.0,16.13,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.39
quepos,1,5,4,0.0,3.16,0.0,0.0,0.0,0.0,0.79,0,0,0.0,0,0.8
pleasure,1,8,2,0.0,2.22,0.0,0.0,0.0,0.0,1.11,0,0,0.0,0,0.25
mcneill,1,4,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.25
porthmadog,1,1,1,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0,0,0.0,0,1.0
da,4,13,4,0.0,3.0,0.0,0.0,0.0,0.0,0.75,0,0,0.0,0,0.31
praia,1,3,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.33
luz,1,3,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.33
honduras,5,42,18,0.0,16.98,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,0.43
sandestin,3,10,3,0.0,2.5,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.3
sanur,2,2,3,0.0,3.05,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.5
saskatoon,9,79,11,0.0,11.9,0.0,0.0,0.0,0.0,1.08,0,0,0.0,0,0.14
rye,1,6,1,0.0,0.93,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.17
samara,5,12,5,0.0,4.58,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.42
molokai,1,11,5,0.0,5.19,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,0.45
padre,2,10,5,0.0,4.18,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.5
eastern,3,6,4,0.0,5.04,0.0,0.0,0.0,0.0,1.26,0,0,0.0,0,0.67
ocracoke,1,6,3,0.0,4.94,0.0,0.0,0.0,0.0,1.65,0,0,0.0,0,0.5
catalina,5,19,7,0.0,7.180000000000001,0.0,0.0,0.0,0.3,1.03,0,0,0.0,0,0.37
allowed,7,8,7,0.0,13.84,0.0,0.0,0.0,0.0,1.98,0,0,0.0,0,0.88
bazaraki,1,1,1,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,1.0
padua,1,3,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.33
merck,1,1,1,0.0,1.16,0.0,0.0,0.0,0.0,1.16,0,0,0.0,0,1.0
away,17,567,48,0.0,162.77000000000004,0.0,1.0,0.0,0.0,3.39,0,0,0.0,0.0,0.08
rotation,7,95,26,0.0,93.42,1.0,0.0,0.0,0.0,3.59,0,0.0,0.0,0,0.27
mediterranean,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
mgm,2,11,2,0.0,3.9899999999999998,0.0,0.0,0.0,0.0,1.99,0,0,0.0,0,0.18
signature,2,5,2,0.0,7.91,1.0,0.0,0.0,0.0,3.96,0,0.0,0.0,0,0.4
master,3,55,5,0.0,7.609999999999999,0.0,0.0,0.0,0.0,1.52,0,0,0.0,0,0.09
marriott,12,131,17,0.0,36.309999999999995,0.0,0.0,0.0,0.0,2.14,0,0,0.0,0,0.13
marseille,2,6,2,0.0,2.85,0.0,0.0,0.0,0.0,1.43,0,0,0.0,0,0.33
yearly,6,28,14,0.0,12.21,0.0,0.0,0.0,0.0,0.87,0,0,0.0,0,0.5
mary,2,6,5,0.0,4.56,0.0,2.0,1.0,2.0,0.91,0,0,0.0,0.0,0.83
pop,1,1,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
med,2,3,2,0.0,6.54,0.0,0.0,0.0,0.0,3.27,0,0,0.0,0,0.67
medellin,16,122,26,0.0,36.9,0.0,0.0,0.0,0.0,1.42,0,0,0.0,0,0.21
residency,2,20,2,0.0,8.98,0.0,0.0,0.0,0.0,4.49,0,0,0.0,0,0.1
maymont,1,1,1,0.0,0.98,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,1.0
clinic,2,34,13,0.0,54.58,0.0,0.0,0.0,0.0,4.2,0,0,0.0,0,0.38
mayo,2,34,13,0.0,54.58,0.0,0.0,0.0,0.0,4.2,0,0,0.0,0,0.38
meublé,14,38,17,0.0,27.2,0.0,0.0,0.0,0.0,1.6,0,0,0.0,0,0.45
dakar,2,8,4,0.0,6.36,0.0,0.0,0.0,0.0,1.59,0,0,0.0,0,0.5
mini,1,1,1,0.0,1.11,0.0,0.0,0.0,0.0,1.11,0,0,0.0,0,1.0
midcoast,1,3,1,0.0,1.64,0.0,0.0,0.0,0.0,1.64,0,0,0.0,0,0.33
midteam,1,1,1,0.0,13.17,0.0,0.0,0.0,0.0,13.17,0,0,0.0,0,1.0
mont,1,1,1,0.0,4.39,0.0,0.0,0.0,0.0,4.39,0,0,0.0,0,1.0
kiara,1,1,1,0.0,4.39,0.0,0.0,0.0,0.0,4.39,0,0,0.0,0,1.0
july,2,2,2,0.0,5.010000000000001,0.0,0.0,0.0,0.0,2.51,0,0,0.0,0,1.0
montauk,3,4,3,0.0,4.84,0.0,0.0,0.0,0.0,1.61,0,0,0.0,0,0.75
mississauga,16,491,19,0.0,27.669999999999998,0.0,0.0,0.0,0.0,1.46,0,0,0.0,0,0.04
peel,3,465,4,0.0,2.8899999999999997,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.01
biggerpockets,2,23,4,0.0,17.509999999999998,0.0,0.0,0.0,0.0,4.38,0,0,0.0,0,0.17
checklist,3,15,4,0.0,6.319999999999999,0.0,0.0,0.0,0.0,1.58,0,0,0.0,0,0.27
strategy,1,10,2,0.0,4.7,0.0,0.0,0.0,0.0,2.35,0,0,0.0,0,0.2
microsoft,1,16,1,0.0,2.45,0.0,1.0,0.0,0.0,2.45,0,0,0.0,0.0,0.06
micron,1,2,1,0.0,1.27,0.0,0.0,0.0,0.0,1.27,0,0,0.0,0,0.5
barriles,2,11,4,0.0,4.28,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,0.36
cabos,1,5,1,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,0.2
waiting,6,112,44,0.0,36.71,5.0,0.0,0.0,0.0,0.83,0,0.0,0.0,0,0.39
lovely,1,1,1,0.0,2.16,1.0,0.0,0.0,0.0,2.16,0,0.0,0.0,0,1.0
lovina,1,1,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
budget,2,2,2,0.0,2.69,0.0,0.0,0.0,0.0,1.34,0,0,0.0,0,1.0
disabled,4,84,17,0.0,43.96,0.0,0.0,0.0,0.0,2.59,0,0,0.0,0,0.2
immediate,19,138,50,0.0,113.44,6.0,0.0,0.0,0.0,2.27,0,0.0,0.0,0,0.36
see,3,19,4,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,0.21
southern,4,21,7,0.0,5.57,0.0,0.0,0.0,0.0,0.8,0,0,0.0,0,0.33
longer,6,15,6,0.0,9.68,0.0,0.0,0.0,0.0,1.61,0,0,0.0,0,0.4
longstay,1,2,1,0.0,1.35,0.0,0.0,0.0,0.0,1.35,0,0,0.0,0,0.5
loreto,1,19,5,0.0,3.56,0.0,0.0,0.0,0.0,0.71,0,0,0.0,0,0.26
take,12,1108,21,0.0,47.65,3.5,0.0,0.0,0.0,2.27,0,0.0,0.0,0,0.02
over,11,172,19,0.0,44.43,3.5,0.0,0.0,0.0,2.34,0,0.0,0.0,0,0.11
mammoth,3,13,4,0.0,3.49,0.0,0.0,0.0,0.0,0.87,0,0,0.0,0,0.31
mainz,2,5,2,0.0,1.76,0.0,0.0,0.0,0.0,0.88,0,0,0.0,0,0.4
floride,13,244,52,0.0,50.529999999999994,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,0.21
mois,23,291,68,0.0,68.51,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.23
au,22,287,66,0.0,66.43,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.23
louer,20,251,58,0.0,64.96000000000001,0.0,0.0,0.0,0.0,1.12,0,0,0.0,0,0.23
maison,7,155,31,0.0,31.950000000000003,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,0.2
meknes,1,1,1,0.0,1.78,0.0,0.0,0.0,0.0,1.78,0,0,0.0,0,1.0
mexique,2,19,4,0.0,3.95,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.21
à,11,236,49,0.0,54.43000000000001,0.0,0.0,0.0,0.0,1.11,0,0,0.0,0,0.21
maldives,1,14,2,0.0,2.08,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,0.14
marigny,1,1,1,0.0,1.31,0.0,0.0,0.0,0.0,1.31,0,0,0.0,0,1.0
marin,16,74,29,0.0,49.48,0.0,0.01,0.69,0.0,1.71,0,0,0.0,0.0,0.39
marketplace,10,67,16,0.0,50.989999999999995,5.0,0.0,0.0,0.0,3.19,0,0.0,0.0,0,0.24
execustay,3,29,6,0.0,11.52,0.0,0.0,0.0,0.0,1.92,0,0,0.0,0,0.21
manuel,1,3,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.33
antonio,1,3,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.33
marbella,4,7,4,0.0,3.3000000000000003,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.57
colombia,14,133,30,0.0,42.120000000000005,0.0,0.0,0.0,0.0,1.4,0,0,0.0,0,0.23
quoz,3,3,3,0.0,2.5700000000000003,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,1.0
al,17,24,17,0.0,15.819999999999999,1.0,0.0,0.0,0.0,0.93,0,0.0,0.0,0,0.71
maastricht,2,2,2,0.0,3.21,0.0,0.0,0.0,0.0,1.6,0,0,0.0,0,1.0
madeira,3,10,6,0.0,8.25,0.0,0.0,0.0,0.0,1.38,0,0,0.0,0,0.6
magog,1,6,1,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0,0,0.0,0,0.17
sherbrooke,2,8,2,0.0,1.53,0.0,0.0,0.0,0.0,0.77,0,0,0.0,0,0.25
maalaea,1,1,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
ma,5,15,8,0.0,15.060000000000002,2.0,0.0,0.0,0.0,1.88,0,0.0,0.0,0,0.53
lvn,3,26,4,0.0,18.659999999999997,0.0,0.0,0.0,0.0,4.66,0,0,0.0,0,0.15
jolly,1,1,1,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0,0,0.0,0,1.0
harbour,3,5,3,0.0,2.17,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.6
antigua,11,24,17,0.0,13.74,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,0.71
vilamoura,1,3,2,0.0,1.52,0.0,0.0,0.0,0.0,0.76,0,0,0.0,0,0.67
mallorca,2,5,2,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.77,0,0,0.0,0,0.4
maputo,1,1,1,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,1.0
providenciales,7,30,12,0.0,11.74,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,0.4
rawai,1,1,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
paros,1,2,2,0.0,1.78,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,1.0
plettenberg,2,2,3,0.0,5.04,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,1.5
delgada,1,1,1,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0,0,0.0,0,1.0
ponta,1,1,1,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0,0,0.0,0,1.0
england,4,7,4,0.0,6.02,0.0,0.0,0.0,0.0,1.5,0,0,0.0,0,0.57
gites,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
cayman,16,82,34,0.0,29.800000000000008,0.0,0.0,0.0,0.0,0.88,0,0,0.0,0,0.41
grand,8,16,10,0.0,9.74,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,0.62
greek,1,1,1,0.0,1.35,0.0,0.0,0.0,0.0,1.35,0,0,0.0,0,1.0
guanacaste,4,14,4,0.0,3.17,0.0,0.0,0.0,0.0,0.79,0,0,0.0,0,0.29
argostoli,1,1,1,0.0,0.81,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,1.0
jaco,9,44,16,0.0,13.659999999999998,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.36
kemptville,1,1,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
chang,1,1,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
marquesa,1,2,1,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0,0,0.0,0,0.5
palmas,1,2,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.5
terrenas,5,15,6,0.0,5.17,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,0.4
canary,2,2,2,0.0,2.16,0.0,0.0,0.0,0.0,1.08,0,0,0.0,0,1.0
sayulita,4,44,6,0.0,5.14,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,0.14
boca,5,37,13,0.0,16.95,1.0,0.0,0.0,0.0,1.3,0,0.0,0.0,0,0.35
grande,6,16,7,0.0,9.6,0.0,0.0,0.0,0.0,1.37,0,0,0.0,0,0.44
boracay,2,8,2,0.0,1.47,0.0,0.0,0.0,0.0,0.73,0,0,0.0,0,0.25
bloubergstrand,1,1,2,0.0,1.68,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,2.0
sd,1,2,1,0.0,1.72,0.0,0.0,0.0,0.0,1.72,0,0,0.0,0,0.5
hill,3,5,3,0.0,2.94,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,0.6
black,1,2,1,0.0,1.72,0.0,0.0,0.0,0.0,1.72,0,0,0.0,0,0.5
cancun,13,59,24,0.0,24.689999999999998,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,0.41
san,5,54,14,0.0,15.309999999999999,0.0,0.0,0.0,0.0,1.09,0,0,0.0,0,0.26
blas,1,4,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.25
cariboo,1,1,1,0.0,2.13,0.0,0.0,0.0,0.0,2.13,0,0,0.0,0,1.0
caulker,5,35,11,0.0,10.9,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.31
caye,9,79,22,0.0,21.85,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.28
nayarit,1,2,1,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,0.5
